Movie Title,Related Movie Title,Wikipedia URL,YouTube URL,Description
The Godfather,Late Night,https://en.wikipedia.org/wiki/Late_Night_(film),https://www.youtube.com/watch?v=DxefiCjQirw,"Katherine Newbury (Dame Emma Thompson) is a pioneer and legendary host on the late-night talk-show circuit. When she's accused of being a ""woman who hates women"", she puts affirmative action on the to-do list, and presto. Molly (Mindy Kaling) is hired as the one woman in Katherine's all-male writers' room. But Molly might be too little, too late, as the formidable Katherine also faces the reality of low ratings and a network that wants to replace her. Wanting to prove she's not merely a diversity hire who's disrupting the comfort of the brotherhood, Molly is determined to help Katherine revitalize her show and career--and possibly effect even bigger change at the same time."
The Godfather,The Usual Suspects,https://en.wikipedia.org/wiki/The_Usual_Suspects,https://www.youtube.com/watch?v=oiXdPolca5w,"Following a truck hijack in New York, five criminals are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?"
Citizen Kane,BlacKkKlansman,https://en.wikipedia.org/wiki/BlacKkKlansman,https://www.youtube.com/watch?v=pFc6I0rgmgY,"In the early 1970s,"
Citizen Kane,Taxi Driver,https://en.wikipedia.org/wiki/Taxi_Driver,https://www.youtube.com/watch?v=T5IligQP7Fo,"Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He's a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in New York humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. He becomes obsessed with her. After an incident with her, he believes he has to do whatever he needs to make the world a better place in his opinion. One of his priorities is to be the savior for Iris, a twelve-year-old runaway and prostitute who he believes wants out of the profession and under the thumb of her pimp and lover Matthew."
Citizen Kane,Casino,http://en.wikipedia.org/wiki/Casino_(movie),https://www.youtube.com/watch?v=EJXDMwGWhoA,"This Martin Scorsese film depicts the Janus-like quality of Las Vegas--it has a glittering, glamorous face, as well as a brutal, cruel one. Ace Rothstein and Nicky Santoro, mobsters who move to Las Vegas to make their mark, live and work in this paradoxical world. Seen through their eyes, each as a foil to the other, the details of mob involvement in the casinos of the 1970s and '80s are revealed. Ace is the smooth operator of the Tangiers casino, while Nicky is his boyhood friend and tough strongman, robbing and shaking down the locals. However, they each have a tragic flaw--Ace falls in love with a hustler, Ginger, and Nicky falls into an ever-deepening spiral of drugs and violence."
Citizen Kane,Dog Day Afternoon,http://en.wikipedia.org/wiki/Dog_Day_Afternoon,https://www.youtube.com/watch?v=Ne6KMHLTvik,"Based upon a real-life incident which occurred in August 1972 in which a Chase Manhattan Bank branch in Gravesend, Brooklyn, New York, was held siege by Sonny, a Vietnam veteran turned bank robber determined to steal enough money ($2500) for his ""wife"" (Leon, a man; the two, were, according to an onscreen TV news report, married in a church by a priest who was defrocked shortly after, although Leon says to the police that Sal is ""married and has children"") to undergo a sex change operation. (The real life character upon whom Leon is based did, in fact, get the operation.) On a hot summer afternoon, Sonny and two cohort, Stevie and Sal, go to rob the (fictional) First Savings Bank of Brooklyn. Stevie soon gets nervous and flees. Although the bank manager and female tellers agree not to interfere with the robbery, Sonny finds there is not much to steal, as most of the cash has been picked up for the day. Sonny then gets an unexpected phone call from Captain Moretti of the NYPD, who tells him the place is surrounded by the city's entire police force. Having few options under the circumstances, Sonny nervously bargains with Moretti, demanding safe escort to the airport and a plane out of the country in return for the bank employees' safety."
Citizen Kane,American History X,http://en.wikipedia.org/wiki/American_History_X,https://www.youtube.com/watch?v=XfQYHqsiN5g,"Derek Vineyard is paroled after serving 3 years in prison for brutally killing two black men who tried to break into/steal his truck. Through his brother's, Danny Vineyard, narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did."
Citizen Kane,Scarface,http://en.wikipedia.org/wiki/Scarface_(1983_movie),https://www.youtube.com/watch?v=7pQQHnqBa2E,"Tony Montana manages to leave Cuba during the Mariel exodus of 1980. He finds himself in a Florida refugee camp but his friend Manny has a way out for them: undertake a contract killing and arrangements will be made to get a green card. He's soon working for drug dealer Frank Lopez and shows his mettle when a deal with Colombian drug dealers goes bad. He also brings a new level of violence to Miami. Tony is protective of his younger sister but his mother knows what he does for a living and disowns him. Tony is impatient and wants it all however, including Frank's empire and his mistress Elvira Hancock. Once at the top however, Tony's outrageous actions make him a target and everything comes crumbling down."
Citizen Kane,Down by Law,http://en.wikipedia.org/wiki/Down_by_Law_(film),https://www.youtube.com/watch?v=7OHg4Ayewao,"DJ Zack and pimp Jack end up in prison for being too laid-back to avoid being framed for crimes they didn't commit. They end up sharing a cell with eccentric Italian optimist Roberto, whose limited command of the English language is both entertaining and infuriating. More useful to them is the fact that Roberto knows an escape route."
Citizen Kane,Once Upon a Time in America,http://en.wikipedia.org/wiki/Once_Upon_A_Time_In_America,https://www.youtube.com/watch?v=LcpCRyNo8T8,"With the vivid memory of his long-gone childhood friends Max, Patsy, and Cockeye etched in his mind, his ferociously loyal partners-in-crime during their rise to prominence in New York's Prohibition-era Lower East Side, the defeated, penniless, and guilt-ridden former gangster David ""Noodles"" Aaronson returns to Manhattan. Not knowing what to expect on his mission to shed light on his opaque past, grizzled Noodles reunites with his only living friend Fat Moe after 35 haunted years of self-exile. However, the relentless, piercing sound of culpability stands in the way of finding closure, as the inscrutable content of a well-worn leather suitcase further complicates matters. And now, against the backdrop of a torn conscience, the sad, bittersweet recollections of more than 50 years of love, death, and everything in-between become inextricably intertwined, leading to even more puzzling questions. But what are a man's options when he is left with nothing?"
Citizen Kane,Do the Right Thing,http://en.wikipedia.org/wiki/Do_the_Right_Thing,https://www.youtube.com/watch?v=yVAD4fYRcvA,"This film looks at life in the Bedford-Stuyvesant district of Brooklyn on a hot summer Sunday. As he does everyday, Sal Fragione opens the pizza parlor he's owned for 25 years. The neighborhood has changed considerably in the time he's been there and is now composed primarily of African-Americans and Hispanics. His son Pino hates it there and would like nothing better than to relocate the eatery to their own neighborhood. For Sal however, the restaurant represents something that is part of his life and sees it as a part of the community. What begins as a simple complaint by one of his customers, Buggin Out - who wonders why he has only pictures of famous Italian-Americans on the wall when most of his customers are black - eventually disintegrates into violence as frustration seemingly brings out the worst in everyone."
Citizen Kane,White Boy Rick,https://en.wikipedia.org/wiki/White_Boy_Rick,https://www.youtube.com/watch?v=qns48PtK2io,"Set in 1980s Detroit at the height of the crack epidemic and the War on Drugs, WHITE BOY RICK is based on the moving story of a blue-collar father and his teenage son, Rick Wershe Jr., who became an undercover police informant and later a drug dealer, before he was abandoned by his handlers."
Citizen Kane,The Sting,http://en.wikipedia.org/wiki/The_Sting,https://www.youtube.com/watch?v=_nAIb_J9T5M,"Johnny Hooker, a small time grifter, unknowingly steals from Doyle Lonnegan, a big time crime boss, when he pulls a standard street con. Lonnegan demands satisfaction for the insult. After his partner, Luther, is killed, Hooker flees, and seeks the help of Henry Gondorff, one of Luther's contacts, who is a master of the long con. Hooker wants to use Gondorff's expertise to take Lonnegan for an enormous sum of money to even the score, since he admits he ""doesn't know enough about killing to kill him."" They devise a complicated scheme and amass a talented group of other con artists who want their share of the reparations. The stakes are high in this game, and our heroes must not only deal with Lonnegan's murderous tendencies, but also other side players who want a piece of the action. To win, Hooker and Gondorff will need all their skills...and a fair amount of confidence."
Citizen Kane,Paper Moon,http://en.wikipedia.org/wiki/Paper_Moon_(film),https://www.youtube.com/watch?v=QDVQOaphlHU,"Set in the midwest of the depression-era, Paper Moon follows Moses Pray and Addie Loggins - one a con artist, the other, the young girl who's the daughter of a woman who's just passed away. The pair meet when 'Mose' stops by the sparsely-attended funeral in Kansas of a woman he once knew (we never see her). In attendance, is the woman's young daughter, Addie, whom Moses agrees to transport to St Joseph, Mo -- for money, of course. Mose - an inveterate hustler, has been working ostensibly as a representative of the Kansas Bible Company - who picks his marks from the obits, and tries to sell - at exorbitant prices - the decedents' spouse the custom bible they'd previously ordered. Wise beyond her years, Addie picks up on Moses' grift, and very quickly, she and Mose become a team. Traveling from town to town, making money in every dishonest way imaginable, and looking for the ultimate score. The colorful characters they meet along the way make the film all the more interesting. One in particular - Miss Trixie Delight - an exotic dancer who Mose rescues from a traveling carnival and the girl who works for her, poor, suffering Imogene. Addie sees Miss Delight as a potential rival, and she concocts a plan with Imogene to free themselves of her. The film's peppered with regional dialogue, one of the most memorable line's uttered when Mose is forced to wrestle a backwoodsman in order to trade his new car for the hillbilly's battered old truck; ""make him say calf-rope, Leroy!"" one of the observers calls out. Paper Moon, directed by Peter Bogdonovich is adapted from the novel, ""Addie Pray"" (1971) by Joe David Brown."
Citizen Kane,To Kill a Mockingbird,http://en.wikipedia.org/wiki/To_Kill_a_Mockingbird_(film),https://www.youtube.com/watch?v=KR7loA_oziY,"Small-town Alabama, 1932. Atticus Finch (played by Gregory Peck) is a lawyer and a widower. He has two young children, Jem and Scout. Atticus Finch is currently defending Tom Robinson, a black man accused of raping a white woman. Meanwhile, Jem and Scout are intrigued by their neighbours, the Radleys, and the mysterious, seldom-seen Boo Radley in particular."
Citizen Kane,Dolemite Is My Name,https://en.wikipedia.org/wiki/Dolemite_Is_My_Name,https://www.youtube.com/watch?v=Ws1YIKsuTjQ,
Citizen Kane,L.A. Confidential,http://en.wikipedia.org/wiki/L.A._Confidential_(film),https://www.youtube.com/watch?v=6sOXrY5yV4g,"1950's Los Angeles is the seedy backdrop for this intricate noir-ish tale of police corruption and Hollywood sleaze. Three very different cops are all after the truth, each in their own style: Ed Exley, the golden boy of the police force, willing to do almost anything to get ahead, except sell out; Bud White, ready to break the rules to seek justice, but barely able to keep his raging violence under control; and Jack Vincennes, always looking for celebrity and a quick buck until his conscience drives him to join Exley and White down the one-way path to find the truth behind the dark world of L.A. crime."
Citizen Kane,Cool Hand Luke,http://en.wikipedia.org/wiki/Cool_Hand_Luke,https://www.youtube.com/watch?v=ofxtDrRVQY4,"Luke Jackson is a cool, gutsy prisoner in a Southern chain gang, who, while refusing to buckle under to authority, keeps escaping and being recaptured. The prisoners admire Luke because, as Dragline explains it, ""You're an original, that's what you are!"" Nevertheless, the camp staff actively works to crush Luke until he finally breaks."
Citizen Kane,Heat,http://en.wikipedia.org/wiki/Heat_(1995_film),https://www.youtube.com/watch?v=2GfZl4kuVNI,"Hunters and their prey--Neil and his professional criminal crew hunt to score big money targets (banks, vaults, armored cars) and are, in turn, hunted by Lt. Vincent Hanna and his team of cops in the Robbery/Homicide police division. A botched job puts Hanna onto their trail while they regroup and try to put together one last big 'retirement' score. Neil and Vincent are similar in many ways, including their troubled personal lives. At a crucial moment in his life, Neil disobeys the dictum taught to him long ago by his criminal mentor--'Never have anything in your life that you can't walk out on in thirty seconds flat, if you spot the heat coming around the corner'--as he falls in love. Thus the stage is set for the suspenseful ending...."
Citizen Kane,Green Book,https://en.wikipedia.org/wiki/Green_Book_(film),https://www.youtube.com/watch?v=QkZxoko_HC0,"In 1962, Tony ""Tony Lip"" Vallelonga, a tough bouncer, is looking for work when his nightclub is closed for renovations. The most promising offer turns out to be the driver for the African-American classical pianist Don Shirley for a concert tour into the Deep South states. Although hardly enthused at working for a black man, Tony accepts the job and they begin their trek armed with The Negro Motorist Green Book, a travel guide for safe travel through America's racial segregation. Together, the snobbishly erudite pianist and the crudely practical bouncer can barely get along with their clashing attitudes to life and ideals. However, as the disparate pair witness and endure America's appalling injustices on the road, they find a newfound respect for each other's talents and start to face them together. In doing so, they would nurture a friendship and understanding that would change both their lives."
Citizen Kane,The Usual Suspects,https://en.wikipedia.org/wiki/The_Usual_Suspects,https://www.youtube.com/watch?v=oiXdPolca5w,"Following a truck hijack in New York, five criminals are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?"
Citizen Kane,The Big Lebowski,http://en.wikipedia.org/wiki/The_Big_Lebowski,https://www.youtube.com/watch?v=cd-go0oBF4Y,"When ""the dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude."
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",Shoplifters,https://en.wikipedia.org/wiki/Shoplifters_(film),https://www.youtube.com/watch?v=9382rwoMiRc,"A Japanese couple stuck with part-time jobs and hence inadequate incomes avail themselves of the fruits of shoplifting to make ends meet. They are not alone in this behaviour. The younger and the older of the household are in on the act. The unusual routine is about to change from care-free and matter-of-fact to something more dramatic, however, as the couple open their doors to a beleaguered young girl. The reasons for the family's habit and their motivations come under the microscope."
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",The Seventh Continent,https://en.wikipedia.org/wiki/The_Seventh_Continent_(1989_film),https://www.youtube.com/watch?v=q610l-rETmw,"A European family who plan on escaping to Australia, seem caught up in their daily routine, only troubled by minor incidents. However, behind their apparent calm and repetitive existence, they are actually planning something sinister."
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",Under the Silver Lake,https://en.wikipedia.org/wiki/Under_the_Silver_Lake,https://www.youtube.com/watch?v=mwgUesU1pz4,Sam (
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles","4 Months, 3 Weeks and 2 Days","https://en.wikipedia.org/wiki/4_Months,_3_Weeks_and_2_Days",https://www.youtube.com/watch?v=ZisE16JBUMA,"Romania, 1987, the brutal Ceausescu communist regime is in place; birth control is illegal and abortion is a crime punishable by death. Gabita (Laura Vasliu) is almost five months into an unwanted pregnancy and in meek desperation turns to her friend and roommate, Otilia (Anamaria Marinca) for help in organizing an illegal termination. Unfortunate circumstances force the two women to use an unwanted male abortionist, Bebe (Vlad Ivanov). The bleakness of the storyline expresses a dark socio-political critique in the twilight years of a repressive dictatorship."
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",Loveless,https://en.wikipedia.org/wiki/Loveless_(film),https://www.youtube.com/watch?v=0yhKQtAW6dA,"Still living under the same roof, the Moscow couple of Boris and Zhenya is in the terrible final stages of a bitter divorce. Under those circumstances, as both have already found new partners, the insults pour down like rain in this toxic familial battle zone, always pivoting around the irresolvable and urgent matter of Alyosha's custody, their 12-year-old only son. Unheard, unloved, and above all, unwanted, the introverted and unhappy boy feels that he is an intolerable burden, however, what his parents don't know is that he can hear every single word. As a result, when Boris and Zhenya finally realize that Alyosha has been missing for nearly two days, it is already too late. But is this a simple case of a runaway teenager?"
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",Funny Games,https://en.wikipedia.org/wiki/Funny_Games_(1997_film),https://www.youtube.com/watch?v=bH2HS6uWIhQ,"Two seemingly well-educated young men, who call each other Paul and Peter among other names, approach a family on vacation. They are, apparently, friends of the neighbors, and, at the beginning, their true intentions are not known, but soon, the family is imprisoned and tortured in its own house violently, which the viewers are forced mostly to imagine and to share a certain complicity with the criminals. It might be some kind of game with the lives of husband, wife, son, and dog, but why are they doing it?"
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",Nomadland,https://en.wikipedia.org/wiki/Nomadland_(film),https://www.youtube.com/watch?v=6sxCFZ8_d84,"Following the economic collapse of a company town in rural Nevada, Fern (Frances McDormand) packs her van and sets off on the road exploring a life outside of conventional society as a modern-day nomad. The third feature film from director Chloé Zhao, NOMADLAND features real nomads Linda May, Swankie and Bob Wells as Fern's mentors and comrades in her exploration through the vast landscape of the American West."
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",Wanda,https://en.wikipedia.org/wiki/Wanda_(film),https://www.youtube.com/watch?v=KF32MBvdy70,"The mother of several small children feels lonely and isolated In, Pennsylvania's rust-belt, her husband works sporadically and as he's abandoned her so does she abandon her husband and children, spending time in bars picking up men. One night she meets a petty thief who treats her - in her thinking - better than she had ever been, but what kind"
"Jeanne Dielman, 23, Quai du Commerce, 1080 Bruxelles",First Reformed,https://en.wikipedia.org/wiki/First_Reformed,https://www.youtube.com/watch?v=hCF5Y8dQpR4,"Forty-six year old Reverend Ernst Toller is the pastor at the historic First Reformed Church in upstate New York. It is seen as the ""tourist"" church or the ""souvenir shop"" (its historical significance partly it being a stop on the underground railroad before the slaves crossed into Canada) by Abundant Life, which owns the church and which operates a modern self-named five thousand seat church overseen by Reverend Joel Jeffers. First Reformed is celebrating its two hundred fiftieth anniversary this year, for which a major event is planned, modest in size only at First Reformed itself although the dignitaries like the governor and mayor will be at attendance there, while the event will be simulcast at Abundant Life. Most of the speech-making will be done by local industrialist Ed Balq, a major benefactor of Abundant Life and who is the major donor for the necessary upgrades at First Reformed to be able to hold the event there, and for the event itself, while Toller's participation will be minimal beyond the introductory sermon. First Reformed is generally a sparsely attended church meaning that Toller doesn't have to do much direct ministering, although he does have the stock answers when asked how God factors into this or that situation in one's life. Toller himself has long been divorced, his marriage which could not survive the death of their son, Joseph, in war. Because of that history, Toller believes he is incapable of human love, despite a brief relationship with Esther, the choir mistress at Abundant Life, she who is arguably still in love with him. Toller is neglecting the warning signs about his poor health, the symptoms pointing to a probable diagnosis of stomach cancer, which is only exacerbated by his largely liquid (i.e. alcohol) diet. Toller is already examining his life and work in writing a daily journal for a year, that journal which he intends no one ever to read, but these issues in Toller's life become more pointed when a new pregnant congregant, Mary, asks him to speak to her husband Michael, who Toller will learn is an environmentalist concerned about bringing another human life into what he already sees as a world doomed because of man's role in climate change."
